date,M1W,d_log_dvol,EA
2016-01-04,,,0
2016-01-05,,-0.03627862543923399,0
2016-01-06,,0.2198052835909401,0
2016-01-07,,0.08221643388509747,0
2016-01-08,,-0.11525126306923994,0
2016-01-11,,-0.3306259867860355,0
2016-01-12,-0.06677268794316893,-0.006866086420256323,0
2016-01-13,-0.027137519659923726,0.25941764350713825,0
2016-01-14,-0.03322594521729938,0.0060567857999593855,0
2016-01-15,0.030271750213390458,0.10937840499399343,0
2016-01-19,0.001142674439299718,-0.37123246280813404,0
2016-01-20,-0.018949513920751837,0.37143007733553546,0
2016-01-21,-0.03200922420617225,-0.3863052897986279,0
2016-01-22,-0.011862643975984355,0.344509441225636,0
2016-01-25,0.01902801157086742,-0.3416791939255006,0
2016-01-26,0.024145406587095852,0.28962146936185107,1
2016-01-27,0.03356201335276676,0.6955951492179082,0
2016-01-28,-0.035533182909635475,-0.8714448131930261,0
2016-01-29,-0.022929516081747092,0.06806408629030614,0
2016-02-01,-0.04188486146205905,-0.39795559644299416,0
2016-02-02,-0.03148118750108919,-0.1193755304221078,0
2016-02-03,-0.056579270798912784,0.23895230673317513,0
2016-02-04,0.03066520544349416,-0.1228786508089641,0
2016-02-05,0.0318282491763493,0.11602103589362045,0
2016-02-08,-0.02858659041970979,0.17369391076996976,0
2016-02-09,-0.008920995630910422,-0.1873994198690241,0
2016-02-10,0.011110706707268658,-0.04907253785011889,0
2016-02-11,-0.016337502526787784,0.1314545331685366,0
2016-02-12,-0.030885830861381525,-0.21392980872556322,0
2016-02-16,-0.00018771411195972476,0.2113514980431468,0
2016-02-17,0.016804796835369284,-0.06547713538347821,0
2016-02-18,0.03202576067206442,-0.24084861820784553,0
2016-02-19,0.02088473953793546,-0.0870256658337425,0
2016-02-22,0.024977461828947778,0.07405804328270094,0
2016-02-23,0.030186959418100567,-0.1674183971322627,0
2016-02-24,-0.020153325682725765,0.1950420752144879,0
2016-02-25,-0.020715772830901535,-0.2846618142883095,0
2016-02-26,0.005210725749185574,0.08222815624699464,0
2016-02-29,0.009099909606816059,-0.0021296370447920765,0
2016-03-01,-0.002279463033954876,0.610489369839204,0
2016-03-02,0.059807675341301714,-0.4462072874619878,0
2016-03-03,0.04707278706755691,0.07988185329381992,0
2016-03-04,0.04780190911921833,0.2905301771617772,0
2016-03-07,0.06109578452619813,-0.27734157077347277,0
2016-03-08,0.05258638769438262,-0.15111000593621426,0
2016-03-09,0.005077263938070953,-0.16673180268164955,0
2016-03-10,0.0037590742752668937,0.24236972833995907,0
2016-03-11,-0.0032649181212831557,-0.24687838759741965,0
2016-03-14,-0.00743593720927338,-0.083483047605597,0
2016-03-15,0.006388419016117641,0.5090115366409478,0
2016-03-16,0.034415135842389866,-0.002764803676047478,0
2016-03-17,0.04695818386082884,-0.16617237584636513,0
2016-03-18,0.04476641574412943,0.18732735064235229,0
2016-03-21,0.03518206371047894,-0.08787145634913074,0
2016-03-22,0.0325107997351437,-0.13650760762013192,0
2016-03-23,0.020458295354860212,-0.19015122211911617,0
2016-03-24,0.001580567669534183,-0.03342659384512103,0
2016-03-28,-0.0013351136829693466,-0.3118364690153008,0
2016-03-29,-0.006812271669078829,0.5244792687009863,0
2016-03-30,0.016564124351849507,0.41935161390538056,0
2016-03-31,0.026347364183717303,-0.6792971635961074,0
2016-04-01,0.026210971191339194,0.04592584172823777,0
2016-04-04,0.039899725673681274,0.4472488875723286,0
2016-04-05,0.054909995414783364,-0.358140009730068,0
2016-04-06,0.019553582302103134,-0.00026877338650166394,0
2016-04-07,0.012361393527123177,0.1180397745100521,0
2016-04-08,-0.003853569315989791,-0.25449375372577876,0
2016-04-11,-0.011905142728754647,0.1790380382720862,0
2016-04-12,-0.01907567659999021,0.014947595717437423,0
2016-04-13,0.005768322355483413,0.19662566945549997,0
2016-04-14,0.00977238692393323,-0.27657770703400075,0
2016-04-15,0.03227182908634507,0.5479389842838387,0
2016-04-18,0.01058039995658655,0.08003189210931083,0
2016-04-19,-0.015042168545703394,-0.4451368379525853,0
2016-04-20,-0.032104378505139586,-0.1122089150721095,0
2016-04-21,-0.044809750539101856,0.11126502455337217,0
2016-04-22,-0.05620979863122866,0.002890440428874541,0
2016-04-25,-0.038366253851933596,-0.1472009379751711,0
2016-04-26,-0.021841094078947965,0.3708721914101254,1
2016-04-27,-0.025101027595192615,0.9478779926286158,0
2016-04-28,-0.0910247201607679,-0.29768556027091364,0
2016-04-29,-0.11119135482481335,-0.22945722671818558,0
2016-05-02,-0.11990366135642638,-0.32651300177835196,0
2016-05-03,-0.11529358831177516,0.17201775443457024,0
2016-05-04,-0.09148145040487465,-0.4062538558881066,0
2016-05-05,-0.037729920368636094,-0.11314190722119832,0
2016-05-06,-0.010757821242648014,0.2449334776199592,0
2016-05-09,-0.0048588439105778924,-0.3583316904005116,0
2016-05-10,-0.003019582383990027,0.10107045158961014,0
2016-05-11,-0.012826967536274214,-0.22159205369252533,0
2016-05-12,-0.0119197661082322,1.0208863012312612,0
2016-05-13,-0.031577297002257865,-0.5706531137287385,0
2016-05-16,-0.024024892121794483,0.3116310662910138,0
2016-05-17,0.011557020486268499,-0.2660247880687052,0
2016-05-18,0.0008446342766696979,-0.06398795472609464,0
2016-05-19,0.022031452646245953,-0.39470956330386286,0
2016-05-20,0.04182324033987417,0.08072355551593091,0
2016-05-23,0.05062220464106071,0.16982269199739974,0
2016-05-24,0.02682188438412547,-0.049654496901240464,0
2016-05-25,0.04619589693637716,0.10671923905573877,0
2016-05-26,0.05181242337494929,0.07487188544830303,0
2016-05-27,0.06395943430347018,-0.1370040562437964,0
2016-05-31,0.05238631012649142,0.05856327517158988,0
2016-06-01,0.035030164397311214,-0.2266943827895993,0
2016-06-02,0.0056272758025670555,0.298004439879751,0
2016-06-03,-0.019245466110354936,-0.40849866721494976,0
2016-06-06,-0.02529205869393314,-0.12465495481082556,0
2016-06-07,-0.01718861181247,-0.0656134960591892,0
2016-06-08,-0.00824465133543173,-0.10835069448223322,0
2016-06-09,0.004975576679666194,0.3117691030079044,0
2016-06-10,0.019861581959620622,0.10943693291705614,0
2016-06-13,0.00949310750357446,0.2187510188962989,0
2016-06-14,-0.013155729384354498,-0.1576389082362688,0
2016-06-15,-0.016021049101817564,-0.152040470505856,0
2016-06-16,-0.01838114406480118,0.13534777092169747,0
2016-06-17,-0.02120880688047322,0.39628744223745116,0
2016-06-20,-0.03631507346326135,-0.33508255658500374,0
2016-06-21,-0.023286008069998143,0.03465898612968843,0
2016-06-22,-0.01609902579573852,-0.21845553226630443,0
2016-06-23,-0.016382618961096718,0.08634655878140762,0
2016-06-24,-0.015305497113206279,0.5829514284069042,0
2016-06-27,-0.02063462004030736,-0.26955504503724725,0
2016-06-28,-0.03280519100624124,-0.10742788741504583,0
2016-06-29,-0.024481196703108665,-0.09627627926636606,0
2016-06-30,-0.012233274314084497,-0.07972834660664319,0
2016-07-01,-0.004986172586582516,-0.23874827547388122,0
2016-07-05,0.026733737839647276,-0.02928795041690435,0
2016-07-06,0.031928827397651904,0.2592272915566163,0
2016-07-07,0.020541839311502663,-0.28698441328462465,0
2016-07-08,0.016171368972242472,0.1617761846780681,0
2016-07-11,0.011127440608665218,-0.18553587043923514,0
2016-07-12,0.011138757160765067,0.033988902477492644,0
2016-07-13,0.024972817468107422,-0.004391050172191768,0
2016-07-14,0.013901456747463126,0.5315862899129868,0
2016-07-15,0.029273458374734496,-0.28961836782270467,0
2016-07-18,0.02126880549951693,0.23470342484858975,0
