date,M1W,d_log_dvol,EA
2016-01-04,,,0
2016-01-05,,-0.3936011870477607,0
2016-01-06,,0.35087069062873155,0
2016-01-07,,0.1441263691809631,0
2016-01-08,,-0.2765624729590428,0
2016-01-11,,-0.05687158319136287,0
2016-01-12,-0.0793734986689012,0.06444508930296777,0
2016-01-13,-0.07746532531462114,0.26454272640074805,0
2016-01-14,-0.09049524734133607,0.07914546287509694,1
2016-01-15,-0.0356081575473004,0.17649213668444474,0
2016-01-19,-0.03280234785924918,-0.5084298153104747,0
2016-01-20,-0.031242708317247736,0.43334577353335035,0
2016-01-21,-0.06062600138651941,-0.26699214745639566,0
2016-01-22,-0.037915727770460705,-0.18529296689521502,0
2016-01-25,-0.021898355029160044,-0.09235837740416741,0
2016-01-26,-0.023595756439619642,-0.1820632302284011,0
2016-01-27,0.0008672235698017339,0.22038927117600693,0
2016-01-28,0.02736664696050406,-0.3197233106198887,0
2016-01-29,0.03555353983216358,0.42449075143931836,0
2016-02-01,0.04113483154295183,-0.2874790246520078,0
2016-02-02,0.05553572075011548,0.20524738835118228,0
2016-02-03,-0.0008672235698017339,0.3954452760414391,0
2016-02-04,0.006709221314427971,-0.35231696893378484,0
2016-02-05,0.01972459417665462,-0.024699543710259064,0
2016-02-08,-0.027008827341648445,0.2106061389218219,0
2016-02-09,-0.04038057498529568,-0.04338942953053504,0
2016-02-10,-0.013955693155554005,-0.2344579518041492,0
2016-02-11,-0.03391171279587457,0.715264065602291,0
2016-02-12,-0.09611092840202762,-0.10150817838222181,0
2016-02-16,-0.00467897916279103,-0.5555307705318349,0
2016-02-17,0.03184946486017237,-0.04231849353672956,0
2016-02-18,0.04417993616756766,-0.17808638008111188,0
2016-02-19,0.040418592806425124,-0.1587687508913902,0
2016-02-22,0.08611711931221855,-0.0050268308596201905,0
2016-02-23,0.018963976794267534,0.7705640050441573,0
2016-02-24,-0.03896907145760187,-0.21594865128564322,0
2016-02-25,-0.04614983216837443,-0.614993011257738,0
2016-02-26,-0.013741089638927395,0.42913428192922254,0
2016-02-29,-0.004672536519354065,-0.2195822198582924,0
2016-03-01,-0.03945016457862094,0.36963372365264036,0
2016-03-02,0.053433346312943275,-0.08742956247704825,0
2016-03-03,0.06269257038439102,-0.31452164204406685,0
2016-03-04,0.05026877376383698,0.0752889710608251,0
2016-03-07,0.04269724315136747,-0.3022161182919092,0
2016-03-08,0.0625680087311431,0.06199507785598257,0
2016-03-09,-0.007106315216158343,-0.062185573294463836,0
2016-03-10,-0.01060157999728295,0.4702186420984198,0
2016-03-11,-0.022772924356790458,0.013692119256401014,0
2016-03-14,-0.011381350371007404,-0.5588604133527859,0
2016-03-15,-0.013603866599214864,-0.13472382443290698,0
2016-03-16,0.00693037116591233,0.5266447176047109,0
2016-03-17,-0.003065558997763951,0.031953573309504435,0
2016-03-18,0.002373901521937505,0.4610718052286735,0
2016-03-21,0.018510196098275422,-0.8517844512501114,0
2016-03-22,0.021932470873358145,-0.144307143825543,0
2016-03-23,0.01776710314759944,0.052473194193996875,0
2016-03-24,0.016843195092181684,0.08951224384158962,0
2016-03-28,0.012114151934890849,-0.12168485699666931,0
2016-03-29,-0.017502021028771075,0.3771874853365951,0
2016-03-30,-0.022945932371457367,-0.16694284906063572,0
2016-03-31,-0.00863701903533265,-0.00187355266141509,0
2016-04-01,-0.012083484909793274,0.09405426704889308,0
2016-04-04,0.006937805993705748,-0.1680145751113642,0
2016-04-05,0.0035861142254050016,0.030678957667255702,0
